text,label
2.35 Google Meet ,not-Tamil
But pubg ah edhu vandhalu replace pana mudiyadhu bro ,Non_hope_speech
Bro speech la mistake China epdi bro nammaku support ta irrupanga indha video rewatching pannunga bro intha video la mistake irruku paarunga ,Non_hope_speech
In 10 sec 600 likes!!!!!wow ,not-Tamil
Happy to see ur videos on trending bro...!!! ,not-Tamil
MG SQUAD KERLA ,not-Tamil
Iam a ASUS user ,Hope_speech
Tik tok varakutadu ,Hope_speech
Bro nenga use indha video la use panra mobile yedu ,Hope_speech
@TAMIL TECH - தமிழ் டெக்Nama cmnt ku lyk and cmnt pna Nama Tamil Anna ku oru periya nandriiii ,Hope_speech
App la Data Edukurang solli Ban Pannaga But Chinese smartphone ah than usage la irukkae athu valiya Data eduka mudiyatha bro??? ,Non_hope_speech
அண்ணே சிங்கப்பூர்ல இருக்கேன் ரோபோஸோ app ஏத்தின இந்தியா நம்பர் கொடுத்தாலும் சிங்கப்பூர் நம்பர் கொடுத்தாலும் connect ஆகல அதுக்கு solution சொல்லுங்க ,Non_hope_speech
சீனா இல்லன்னா இப்போ இருக்க விலைய கண்டிப்பா அதிகமாதான் கிடைக்கும்.. சீனாவை தவிர்க்கவே முடியாது.. ,Hope_speech
Bro Paytm transaction Panna mudiyala please sollunga ,Hope_speech
Naga reidi india ,Non_hope_speech
Bro unga voice super nanba ,Hope_speech
Enakku un mela um doubt ah thaan irukku .nEn na oru karai ya irunthu paakum pothu neeyum china kaaran maathiri thaan irukka.nAthanala unna unsubscribe panniratta.nnnnnnnAppadi panna enakku thaan nattam. ,Non_hope_speech
Bro world war Z movie la Vara maadhiri oru virus vandhurundhalum Chennai peoples kekamaatanga.ellam avanga nalladhuku dhan nu yaarum purinjikka matenguranga ,Hope_speech
Bro online mobile order panna mudiyala not deliverable nu varuthu all area athuku oru video podunga bro ,Non_hope_speech
Smartphone eh use pannaporathu illa bha ,Non_hope_speech
naan thamilandaa nee poi central govermenta sorinjividu ,Hope_speech
Z archiver ....use pannalaama ,Non_hope_speech
100%உண்மை வரலாறுகள் சொன்னீர்கள் நன்றி நண்பா !!!! ,Hope_speech
8 o clk video post pannunga plz..thokam varudhu..nit listen panamudiyala ,Hope_speech
பன்றிகள் மூலம் பன்றி காய்ச்சல் பரவும் ஆபத்து கூறி இந்தியாவில் பன்றி இறக்குமதி செய்வதற்கு தடை விதித்தது சீனா.. சீனாவிலே பன்றிகள் மூலம் புது வைரஸ் பரவ ஆரம்பித்து விட்டது.. சீனா கோபம் இருந்தாலும் வைரஸ் பரவி சீனாவின் பொது மக்கள் பாதிக்கப்படுவது வருத்தம் அளிக்கிறது... ,Non_hope_speech
Yeah yeah rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing ,Hope_speech
தேசிய முன்னேற்றக் கழகத்தின் சார்பாக வாழ்த்துக்கள் ,Hope_speech
Ynaaaa romba jam over ahh ahuthe.... ,Hope_speech
China down down ,not-Tamil
nnYaru support illama India China ah adikanum nn India power full ,Hope_speech
namathu kalachaarathai pinpatrinaalae pothum entha nooyum varthau ,Hope_speech
Booogaaa g ethuuu natikaaaaa paaathaachuuu ,Non_hope_speech
inimea made in india va irunta nalla irukum bro ,Hope_speech
5.30 sharp bro ,not-Tamil
One day after ,Non_hope_speech
Sivakasi news ah pathi pesugka bro plz. Nigka pesuna yallarukum kandipa therium. 8 vayasu kolathaiya rape panni kola pannitagka ,Hope_speech
Like poduga bro ,Non_hope_speech
Love you mg ,Hope_speech
OCD ah paathi pesuga bro ,Hope_speech
Yaru ya nee nMadan ah avalo pudikuma ,Hope_speech
Anna enakku notifications vara maatikidhu ,Non_hope_speech
Best video bro naa Nenachen neenga indha video pannuvinganu pannitinga spr bro kaiya kudunga ,Hope_speech
Mattunum da namma ,Hope_speech
Bro nega use pandra oneplus mobile la ena pana porega...aduvum China mobile dana ,Hope_speech
News channel maritiyeaaa bhaa ,Hope_speech
2020 prediction la china thinking face ,Non_hope_speech
Bro konjam theliva pesunga bro ,Non_hope_speech
Jiochat athula video call pannalam bro ! ,Hope_speech
இவன் பைத்தியம்nகாசு சம்பாதிக்க சேனல் நடத்தி மக்களை முட்டாள் ஆக்குரான்nஇவன் சேனலுக்கு ரிப்போர்ட் அடிங்கப்பா ,Hope_speech
Mobile vangina kude iphone or samsung ,Hope_speech
I like your helo ,not-Tamil
Bro unga video pakarapa ad la helo app varudhu bro so sad ,Hope_speech
@Mohammed Fahim yes ji maybe.. ,Non_hope_speech
4G kalaththula no.1 Micromax yu yureka 1 thaan madan ,Non_hope_speech
Inaiku super sola maranthutinga...lol ,Hope_speech
Brooo share me use pannalama????? ,Hope_speech
இன்று தலைவர் சீனா போனுக்கு review பண்ணமாட்டார்nவாழ்த்துக்கள் ,Hope_speech
Vara lvl thalivarolling on the floor laughing rolling on the floor laughing ,Non_hope_speech
Na uhh video china mobile Mi Note 5 prola dha parkuran ,Non_hope_speech
Namakku opera browser dhaan ,Hope_speech
Ok vaa super is missing ,not-Tamil
Hari Hari Haran o ,not-Tamil
Namba pakura phone kuda china product thaan ,Hope_speech
Singari app use panlamaa tiktok ku bathila ,Non_hope_speech
Bro. Pupg bathila semma app irukku bro aana athu Indian app illa antha game Peru( knife out) ,Hope_speech
மிரர் நோவ் டிபேட் ,Hope_speech
Bro nega enna mobile use Pandriga ,Non_hope_speech
Video Download panna app sollunga insta YouTube ella mea ,Non_hope_speech
Dai naan 2006 varaikkum mobile phone illamal irunthen. I still never use swiggy ,Hope_speech
Dude you cam perfect ku badila b612 nalla app than ,Hope_speech
@SIVA MUKESH bangam bro ,Hope_speech
Innikum corono topic ah. Yappa YouTube dhayavu senju ivaruku innoru silver button kudungapa appo dhan ivaru topic mathararu  ,Non_hope_speech
Next video upload pannuga bro ,Non_hope_speech
No restore tiktok ,Non_hope_speech
Yennoda phone mi i can't do anything ,Hope_speech
U talked about uygurh Muslims in China y don't u talked bad abt karupar kuttam who talked bad abt Kanda sastikavasam and Lord Murugan ????????????????????????? ,Non_hope_speech
Irundha oorukku illana Samy ku ,Hope_speech
பேட்டரி நல்லா இருக்கிற நல்லா சார்ஜ் நிக்குற மொபைல் சொல்லுங்க பிரதர் ,Non_hope_speech
Munnadi la subscribe pannunga nu keka matinga.. Ipa yen? ,Non_hope_speech
Online cls ku online poratam panalam ...like panunga poratam la join panna ,Hope_speech
Reliance digital iruku ,Hope_speech
Indiavuku china nikkathu nenga mathi solringa bro ,Non_hope_speech
Madan gowri fans like here. ,not-Tamil
Athana America la ena G7 nu iruku..... ,Hope_speech
ithu ponna ilarolling on the floor laughing ,Non_hope_speech
Bro Ethan's varsathuku ippadi video poduvinga athuku appara enna panrathu idea ,Non_hope_speech
When will the Corona virus go ? ......nnnnnnnnWaiting nnnnnnnnnnnnnnnnnnnnnnWaitingnnnnnnnnnnnnnnnnnnnnnnnnnnnnnWaitingnnnnnnnnnnnnnnnnnnnnnnnnnnWaitingnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnWaitingnnnnnnnnnnnnnnnnnnnnnnnOMG I am 85 nnnnnnnnnnnnnnnnnnAfter death when will Corona go?.....nnnnnnnnnnnnnnnnnnnnnnnnnnnnWaitingnnnnnnnnnnnnnnnnnnnnnnnnWho came to end like it ,Hope_speech
Madan soltrathula konjam detailed ah illannnNeenga ellam itha pathi theriyanum na nnSIDDHU MOHAN nu oru you tube irukku athula detailed ah irukkum ,Non_hope_speech
கரெட் நண்பா அவங்க வித விதமா எதாவது கண்டு பிடிக்றேன்னு நம்ம உயிர வாங்ரானுக... ,Hope_speech
Nanbargale ennudaiya videos paarungal ( Samayalshallow pan of food ,Hope_speech
Share it bronGoogle files illaama Vera sollunga ,Non_hope_speech
App uninstall and Chinese phone lam use pannama irukkamudiyadu.... Aerospace and Defense industry la Namma China va adikkalam like IT... ,Non_hope_speech
You are Vera level bro iam coming Andhra Pradesh ,Non_hope_speech
Palamayaana Tamil marutthuwam than idhukku solution ,Hope_speech
@Pradeep Mani true ,not-Tamil
Bro chinave medicane kandu pudicha appa enna pannuvinga ,Non_hope_speech
Entha murailayavathu china ku nerikkati koduppom appo thaan indianala yevalavu payan erukku theriyum. So thadai pannuvathu sariyana mudivu ,Non_hope_speech
Ad la irundhu bro crt ah ,Non_hope_speech
Mg squad ,not-Tamil
இந்தியாவின் இறையன்மை அல்ல இந்திய ஒருமைப்பாட்டை சீர்குலைக்க திட்டமிட்டுள்ளது சீனா. முதலில் இந்திய சமுக வலைதளங்களில் ஊடுருவி போலி கணக்குகளை உருவாகி இந்திய மக்களிடம் இந்திய அரசாங்கத்திற்கு எதிராகவும் சமயம் மொழி ரீதியாக வெறுப்புணர்வை தூண்டுவதே திட்டம் ,Non_hope_speech
1min 23k views 1k likenMG squad ,Hope_speech
Thala onnum puriyala!! ,Non_hope_speech
Enna MG Chinese ku Ambassador agitingla...... ,Non_hope_speech
China va mothama close pana olagame nala irkum.... nChina than ela virus uruvaki nambala potu thala pakuthu.....nnInime china kum yarum poga kudathu china lanthum yarum velila varakudathunu oru sattatha konduvanga da. ,Non_hope_speech
Thala ne kizha note pathu padikkurathai pathutten. person shrugging  ,Non_hope_speech
WPS reader alternative edum iruka bro ,Non_hope_speech
Virus ah spread panradhuku munnadiye adhuku vaccine kandu pudichitu virus ah spread panni vaccine ah adhiga rate ku sale panra velaya paakuranunga idhuku who aadharavu kudukudhu ,Non_hope_speech
Thala ne subcribe ekakatha nalla ella ,Hope_speech
Anna intha video va english channel laiyum upload pannuga na ,Non_hope_speech
Sir i am not using tiktok ,Non_hope_speech
Thaliva nenga pesatha kekka nalla erukk ana pitcher and video storya pottingana ennum nalla engalukku purium please ,Hope_speech
3 commentnMG squad ,not-Tamil
Adha tasmac open panni neraya kassu sambarichudhula government . adha kudukalaam la . ,Non_hope_speech
Bro screen la eruka app athum Ella annata ,Hope_speech
Tamil pokkisam அவரு வேற level மதன் இவன் fraud தலைக்கனம் பிடுச்சவன் உதவி செய்ய வக்கு இல்லாதவன் ,Non_hope_speech
Adhu spread aaguradhuku munnadi adhuku oru vaccine ah kandu pidinga pa. Innoru lock down velam deivame ,Hope_speech
@kumara vel Central Government kitta irunthu neraiya fund vaanga mudiyumla ,Hope_speech
Yeah am also ,Non_hope_speech
time irunthaa speaker out YouTube channel videos paarugka..nanri (tiktok roast channel) ,Hope_speech
Super bro ,Non_hope_speech
super naama ippa topic ku ulla polam ,Hope_speech
@Ganesh Rj vanga kasata vangi irrupinga ,Non_hope_speech
Indiya ku china nikuma ,Non_hope_speech
Bro pubg ban panangala bro ,Non_hope_speech
Broo tanks nega nariya vishyam sollurikiga ,Hope_speech
1.45 na vijay dialogues mathri pesaporiganu ninacha ,Non_hope_speech
Un samuga akara theriyuthu yepadi pata case poyutu iruku athuku oru sec talk kanom update kanom.. just two days munadi pota atha pathi avolo. Tha.. ,Non_hope_speech
Alternative irukku......Athu Smartron....ithu yen yaarukkume theriya maatingudhu....Smartron oda history ah poi paarunga...... ,Hope_speech
Bro Flipkart lla below 3000 la smart phones la potrukanga athulan safe konjam sollunga bro ,Non_hope_speech
@tv green india ,Non_hope_speech
ஐ லைக் மோடி ,Non_hope_speech
Bro Vera lvl keep it up ,Hope_speech
இந்தியா போருக்கு போகாது rnபயம் வெண்டாம் மக்களே ,Non_hope_speech
Lock down சரியான தீர்வு இல்லை...10 நாட்கள் lock down பண்ணிட்டா நோய் கொரஞ்சிடுமா...சரி குறையல அப்படின்னா...மறுபடியும் july மாதமும் lack down போடுவாங்களா...அரசாங்கம் மருந்துக்களை கொடுத்து நோயை குணப்படுத்துறாங்களோ வெளிப்படையா அறிவிச்சி...அதனை எல்லாரும் அருந்தும்படி செய்தாலே ஒருத்தனுக்கு கோரோணா தொற்று ஏற்படாது.... ,Hope_speech
Chennai people's yaruna edhu feel paningala few days ah corona na ena nu theriyama namba irunthutu irukum corona chennai la kammi aicha Or namba 120days ah lockdown la irukathotu palagicha ,Non_hope_speech
No views 23 likes ,not-Tamil
Hello app mathi vera app sollunga share chat vendam mokka app ,Non_hope_speech
Pubg ha nooo ,Non_hope_speech
Nanum starting la irunthu pakuren chaina ku othu othite irka? Ethavthu vangitiya?? Avan app uninstall pana Vera oruthan Atha ready pandran. Anaiku apdithan mgr kooda chaina va compare pandra Inaiku avanga app Ilati irka mudiyathu nu Soldra. Enna ninachitu irka?? ,Non_hope_speech
Bro ... Chennaiku Thirumbi Varuvingala ,Hope_speech
எல்லா குழந்தைகளும் நல்ல எண்ணம் ,Hope_speech
Sollidaaru pa pothitharmar curly hair curly hair ,Non_hope_speech
Nilavembu kasaayam sappitta control pannalam ,Hope_speech
9.30pm OK posts ,Hope_speech
namma nattu company konjam laabam pakkama.... avugaloda brand rate ah koracha.... nichayama nadakum ,Hope_speech
Adanga matingala da dai China unna 18 Patti la irunthu thallivaikurom da thallivaikurom da thallivaikurom da ,Non_hope_speech
Love you Madan AnnanMG Squad ,Hope_speech
Neenga chonna oru App'me en mobilela illa bro. ,Non_hope_speech
make a video on Nepal India map problem ,Hope_speech
நாம ஒன்றுமே செய்ய முடியாது.ஆண்டவன் மக்களைக் காப்பாற்றனும். ,Non_hope_speech
MacBook. Video bro! ,Non_hope_speech
Hello everyone hugging face ,Non_hope_speech
China gives offer for everyone ஒன்று வாங்கினால் ஒன்று இலவசம்.. இப்பவே இப்படி ஆடி மாசம் அள்ளி குடுப்பானே ,Non_hope_speech
Tiktok like softwares...... ,Hope_speech
Notification squad mg ,not-Tamil
Anna ninga super ya pasuringa nalla panringa I like u anna. Enaku help na pannuvingala ,Hope_speech
Thamil pokkisham paarunga melottama sollama azhamana karutha solluvanga vikky anna....he deserve 3m subscribers..but people ku than nallathu pidikathe.. ,Hope_speech
We Ruin soon ,not-Tamil
Epa vena potunga na paka ready ,Hope_speech
Bro Ungalukku Intha Corona Topic pathi vitta vera ethuvum pesa varatha Bro ungalala thaan Enakku kooda corona vanthurchi Intha video la enna sollreenga Corona vantha patients ku immune power kammi aaguthu nu 2days ku munnadi video la Chennai la Kummi aaguthu but neenga enna sollreenga Innum Athigam aagum nu Yethukku bro Makkala Bayamuruthureenga Eppovume Positive ahh sonna enna Ithanaala unga Channel ahh Un subscribe Panniten ,Non_hope_speech
@Ram Sankar ennudaiyya channel lem subscribe pannunga please keep supporting me ,Hope_speech
எப்புடி????? சீனா மாதிரி ஆகனுமா ????சீனாவில் அரசாங்கத்த எதிர்த்து கேள்வி கேட்டாலே ,Non_hope_speech
@Pradeeshwar J puridhu bro .....avaru google translate maari translate pandraaru....so tamilla appadidhaan varum ,Non_hope_speech
தமிழ் நாட்டில் வர வர பீச்சப்பீ யின் வதந்தி மீடியாகள் எண்ணிக்கை அதிகரித்து கொண்டே போகிறது... ,Non_hope_speech
Vera level bro ,Hope_speech
china rolling on the floor laughing rolling on the floor laughing iyyyo iyyyo ,Hope_speech
Madhan anna like pannunga pls ,Hope_speech
இல்லை நண்பா நம்ப அமேரிக்கா பக்கம் போகக்கூடாது ஏன்னா இந்தியா சிரியா'வா மாறிடும் பரவாயில்லை...! ,Non_hope_speech
Bro pubg alternativa free fire irukku ,Hope_speech
Bro yapdi bro nambiringa China soluratha ,Non_hope_speech
@Bharathi Ravi Miikka Nadri ,not-Tamil
Bro unga ella videos mae bayangaram bro ithae maathiri maintain pannunga oru naal wiki layae unga name varum annaiku ungalado life history naan pesuvan athula irwog subscription without video highlight ah irkum keep rocking ,Hope_speech
Suit up n95 suite in any time ,Hope_speech
Mg ept ella visayamum therinchukiringa ,Non_hope_speech
மஸ்கட். (ஓமன்) நாட்டில் வேலை பாகுபாக்குரேன்.. எங்கள் வீட்டில் ... காய்ந்த கொத்தமல்லி.... தன்னீரில் கொதிக்க வைத்து.... டம்லர்... குடிக்க வேண்டும்...சிரிய வகை இலை துளசி அதிகம் இருக்கு வீட்டின் அருகில்.... இரண்டு... மூண்று... செடிகளை கொன்டு வீட்டில் வர்கள் எல்லாரும் காலையில் சாப்பிட வேண்டும்.... பின்னர்.. இஞ்சி... கசாயம் வைத்து சர்க்கரை இல்லாமல் குடிக்க சொல்லியிருக்கன்... தூதுவலை செடி ரசம் வைத்து... சாப்பிட வேண்டும்.... ப்லீச்சிங்க பவ்டர்.... டெட்டால்.... வீட்டை சுத்த மாக வைக்க சொல்லியிருக்கன்....இதேல்லாம் சரி யா.? ,Non_hope_speech
between 8.30 pm to 9.00 pm na ,Hope_speech
Bro 7 to 8 manikulla video podunga bro nallairukkum. ,Hope_speech
இந்தியாவிலுள்ள முஸ்லிம் மக்களே தயவு செய்து ஒன்று இணைத்து காஷ்மீருக்கு விடுதலை கிடைக்க பாகிஸ்தானுடன் ஒத்துழைப்போம்!Allah hu AKHBAR! ,Non_hope_speech
9 maniku bro ,Hope_speech
Hai Nan ungaloda veriyan ,Non_hope_speech
Tik tok ban aagum ani asayaga irundhe ,Non_hope_speech
Bro FREE FIRE MATHERI VARATHU BRO ,Non_hope_speech
Ithu makal thogaiya koraikaruthukaga vanthathunMumbai la mattum illa trichy la oru men vanthutukaru ana avaru intha country illa intha country la avaruku yarum thariyathu intha news inum yantha media lium podala ,Non_hope_speech
Namba yar vambukum pogama yae irupom like ww1 and ww2 athan nalathu ,Hope_speech
Nan operamini use panren athu safe ah irukuma? ,Non_hope_speech
Nanba...en videos pidicha support pannunga... ,Hope_speech
செயலிகளை uninstall செய்வது போதாது.. பொருட்களையும் வாங்க கூடாது.. ஆனால் பலர் செயலிகளை உபயோகிக்கின்றனர்.. இந்தியா சீனா சண்டையில் சீனாவை எதிர்க்க படிக்காதவர்கள் கூட ஏது கேள்வி கேட்காமல் uninstall செய்கிறார்கள்.. படித்த முட்டாள்கள் uninstall செய்ய மறுக்கின்றனர்.. காரணம் அளவிற்கு அடிமை ஆகிவிட்டனர்... நண்பர்கள் பலர் app களை தூக்கிவிட்டனர் ..சிலர் மறுக்கின்றனர்.. எடுத்து சொல்லியும் helo ஆப் மூலமாக status share செய்கின்றனர்.. அவர்களை கணக்கில் சேர்ப்பது... அவமானமாக உள்ளது... ,Non_hope_speech
7 views but me 178 like eppadi ya ithu ,Hope_speech
கண்டிபபாக கொரோணவுக்கு தடுப்பூசி கண்டுபிடித்து விட்டால் நாடும் பிசினஸ் ஆக நினைக்கும் உங்கள் வீடியோ மாலை 6 மணிக்கு போஸ்ட் செய்தால் நன்றாக இருக்கும்... ,Hope_speech
அதுக்கு நீங்க சீன ஃபோன் யூஸ் பண்ணா மே இருந்திருக்க வேண்டும்..... ,Non_hope_speech
ஒவ்வொருத்தறும் அப்ஸ் அன்இன்ஸ்டால் பண்ணா நாம முன்னேற முடியாது ,Hope_speech
Opera mini browser use panalama bro ,Hope_speech
Enaku umaiyave bayama iruku Da dei ,Non_hope_speech
Madan Bro today is my birthday ,not-Tamil
Bro Camara g cam ,Non_hope_speech
Bro medical students ku exam iruka ilaya atha pathi pesunga ,Hope_speech
Corona kavach insurance pathi pesunga!! ,Hope_speech
சீனாவ பண்ணலாம் உங்களது கருத்துக்கள் ,Hope_speech
Anna savant sydrone pathi solluinga na ,Non_hope_speech
Apo nenga use pantra you tupe channel China kulathu pa ,Non_hope_speech
9 pm video upload please ,Hope_speech
130 crore la mukaaavaaasi Unqualified Engineers adhan Namma oorlaaa develop aagala edhuvum ,Non_hope_speech
Nenga solra ella apps theva elathathuthaannNamku theva padura apps vechikitu nLike helo ithula uninstall panalamn Thappu ella .. ,Hope_speech
power director kuda safe aah ,Non_hope_speech
Hai mini Google sir ,Non_hope_speech
Tedros vera bayam kattite irukaru ,Non_hope_speech
Mg squad call me hand ,not-Tamil
இப்ப பயன்படுத்திட்டு அப்புறம் மதன் கௌரி லட்சம் லட்சமா சம்பாதிச்சிட்டு இருக்தற U tube கூட corporate ,Hope_speech
Bro pubg app scan le varalea ,Hope_speech
Ben talks tamil.... !! Unghala pathi thappa pesuran bro... ,Hope_speech
கூடிய சீக்கிரம் normel life ku வரணும் ,Hope_speech
மதன் வைரஸ்கள் பெயர் வைக்கிறது ,Hope_speech
Frstu ennana ethuku nv saptutu ,Hope_speech
Bro Ena keta...n Ivununga araychi pandren palaiya mummy (dead bodies) thondi yeduka venaanu sollunga bro.n Padhi disease kamiyagidum. Eana 2000 years old mummy ,Hope_speech
Makkal padhi sagayam patri pesungale ,Hope_speech
MG squad ,not-Tamil
Voga pundila vitu adkava ,Non_hope_speech
Bro final semester exam conduct panna porangala neega konjam pesinga bro ,Hope_speech
சுவாசிக்கிற காற்றே விசம்னா என்னடா பன்றது. உறவுகளுக்கு இடையே மாஸ்க் போட்டுதான் வாழனுமுனா சாவை கொடுமையானது. ,Non_hope_speech
App hi Delete pannratha Oru Nalla thirvaga Irukum ,Hope_speech
Bro my phone journey. nNokia-lava--karbon- Asus. ,not-Tamil
Sirapu mega sirapu ,Non_hope_speech
Well said... ,Non_hope_speech
Bro vpn user Indian app sollunga and camera ku B612 app Indian App aaa? Adhu use pannalama ,Non_hope_speech
Appam inime air silender vechi dhan vdliya ponum pole ,Non_hope_speech
China kandu pudicha kandippa vaccine vachu buisness pannuvanga bro. India kandippa free ya dhan bro kudukkum ,Hope_speech
Apdi paatha samsung and apple tavara Vera enda phone num use panna kudadu ,Hope_speech
Bro naa samsung use pannren ,Hope_speech
Suriya adutha movie sorrarai potru 2021 waiting ,Hope_speech
Solavantha vishayatha soludaa velambaram vara punda ,Non_hope_speech
Enakkum nanum bayanthutan ,Non_hope_speech
Ethuku nama anka poi small technical meterials vaankurathunu.. china or other countries ku poi work panra Indians yy Inga oru company make panni build panna koota ,Non_hope_speech
Bro bill gates pathi pessunga ,Hope_speech
Ni ga tiam ma kammi pannu ga ,Non_hope_speech
@dhana jayan madurai ah thala neenga ,Non_hope_speech
10min parunga madan gouri misstake pandraaru murinja kandu pudinga ,Non_hope_speech
@Kasthuri Srinivasan nandri Bro ,Hope_speech
Hello everyone nHello everyone nHello everyone nHello everyone ,not-Tamil
Vera level na ,Hope_speech
Please talk abt jam jam water and jinn... ,Hope_speech
Aama bro amazon la en order china la stuck aayiduchu ,Non_hope_speech
Nan neenaigiren dangli payann tamil dog ku ousi porathuku pathala chanies dog ku pattanu athuku than oru natta aliga nenaika kudathu kadaval irukaru ,Non_hope_speech
உடன்குடி 2 மணி கடை திரக்க அணுமதி ,Hope_speech
thala starting la corona kum ipdi than sonnanga ithula ena ul kuthu irukooo ,Non_hope_speech
Kandipa china tha kandupidikum. Because avangathana create panaga. Athum ilama Corona vukaga first treatment kudutha thu china tha. Medicine a Apo vea research Pana start Pani erupanga. Oru country Oda military ya vea use thairiyama vaccine vachu use pana ranga na kandupidichutanga nu tha artham. Enniku nama eala countries um china KU against neriya ban panikitu erukanga. So vaccine a vachu china periya politics panum ,Non_hope_speech
@Navin Govindrasu amaa bro ,Hope_speech
Small illa bro periya mistake rolling on the floor laughing ,Hope_speech
Trumph தலைவா ! ,Hope_speech
MG squad ,not-Tamil
போதிதர்மனும் இதேமாதிரி நோயை குணப்படுத்ததான் சீனா சென்றார் ,Hope_speech
Bro uc turbo also Chinese app solunga bro ,Non_hope_speech
1st view mg sqad ,not-Tamil
Bro apoo redmii phoness laa yannaa pandra thuu ,Hope_speech
Anna mars planet pathi podungaaa ,Non_hope_speech
Palaya dialogue da dei ,Non_hope_speech
Punda una pathala kadupa iruku over sence pottura ,Non_hope_speech
Video very nice anna ,Hope_speech
Helo mari varadhu ,Non_hope_speech
Anna... Side by side palaya ungala paaka nenaikrom.... Indha topic vitru velila vandhu konjam mystery ,Hope_speech
Anna ungha voice arun Vijay maathiri irukkuhugging face ,Hope_speech
24 movie watch ,Non_hope_speech
@Gayathri ` Nandakumar hi akka  good evening akka innaiku day eppadi iruthuchu ka ,Hope_speech
nice bro ....... keep going......!!!!!!!!!!!!!!!!! ,not-Tamil
Puthu seithi eathayavathu konduva endral eranthu puthaitha seithiyai konduvargidaya ,Non_hope_speech
Apple made in India kekave mass sa iruku ,Hope_speech
Ippo corana vala limit panni irukkanga YouTube ,Hope_speech
Thaliva you not us ,Non_hope_speech
Pubg uk delete panna ,Non_hope_speech
India la made panna price low va irukuma bro ,Non_hope_speech
8 to 9 pm ok ,not-Tamil
போடா பாபன புண்ட ,Non_hope_speech
@S.K. Raja en videos paru pudhicha subscribe pannu ellana suggestion kuda edhavudu change pannunma.. ,Hope_speech
Six to seven kku post pannunga bro....... ,Hope_speech
Yov... Seekrom suriya annan va oorapodunga ya ,Hope_speech
china karana enda country kulla allow panadinga ,Non_hope_speech
Chinese mobile'la vara pre installed apps -i yeppadi remove pannuvathu? ,Hope_speech
Innaki romba roll agudhu ,Non_hope_speech
Sallu 46 ,not-Tamil
Super explanation ,Hope_speech
யாருக்கு virus இல்ல அப்போ like பண்ணுங்க ,Non_hope_speech
Hay namba oru kirumiyala மாட்டிக்கொண்டு இருக்கிறோம்.இப்போ தேவையா. ,Non_hope_speech
Bro na asus use pandra ,Hope_speech
ஐவுளி தொழில் அகும் ,Non_hope_speech
Bro China kodi a thidirnpaakum bothu ja*ti mari irunthuchu bro ,Non_hope_speech
Madan anna i make animated videos ,not-Tamil
Bro ... Chennaiku Thirumbi Varuvingala ,Hope_speech
8 pm bro ,not-Tamil
Mg squad ,not-Tamil
வணக்கம் நண்பர்களே கேமிங் யூடியூப் சேனல் வச்சிருக்கேன் ஆனால் பார்வையாளர்கள் யாரும் கிடைக்க வில்லை நீங்கள் முடிந்தால் ஆதரவு தாருங்கள் ,Hope_speech
Bro tik kik app best ah bro ,Non_hope_speech
Mg talk about something else ,not-Tamil
7-am arivu movie mathiri iruku ,Hope_speech
anna appa asus 6z vangalama venama vidio podungana plezzzzz asus 6z nalla irukkuma ,Hope_speech
Bro browser ku DuckDuckGo use pannalam ,Hope_speech
சரி vivo ,Hope_speech
இந்தியால இந்தியன் மேல வந்தா பொறாமைல பொங்குறாங்க. அமெரிக்காக்காரன் இருந்தா கிடைக்கும். அம்பானி அடலீஸ்ட் வரி காட்டுவார் ,Non_hope_speech
Help pana panam la enga pochunu yarku avathu theryuma ,Non_hope_speech
Entha modi .......paiyan chaina karana tamilnaduku kuptuvanthano appave pochi ayirathuku nearam vanthuchi ,Hope_speech
We avoid mobile phones ,not-Tamil
Virus movie patha madhiriye irukku. Same story ,Hope_speech
Bro outro video eppadi bro pannenga ,Non_hope_speech
Innum ennalam nadaka pogutho.. ,Non_hope_speech
World war 3 bro athuku ippadi nadakuthu ,Non_hope_speech
Semma video ,Hope_speech
China border la Indian solider fight panraga .. naba Ega Iruthu China desiese corona kuda fight panidu irukom. yena koduma da. ,Hope_speech
மூணு நாளைக்கு முன்னாடி சொன்ன விஷயம் நிறைய பேரு ஒட்டிய நடந்த உடனே 16n Mit la வீடியோ போட்டாங்க இப்ப சொல்ற காப்பி பண்ணி ... மறுபடி பேசுற ... ,Non_hope_speech
Helo bro enna solla varinga ,Non_hope_speech
இவங்க தேச பற்றுக்கு நல்லா வாயில வச்சுட்டு போயிட்டாங்க.. ,Non_hope_speech
Ippa irukura situation la China'va complete ah eliminate panna mudiyathu unmai than aana atharkana thodakatha ippailernthe start pannalam... One day la ellam Maarida poradhu kedaiyathu athaiye ovvoru naalum seiyum pothu kandipaga ellam oru naal maridum enbathil santhegam illai... vangura and use panra ella porulgalilum Chinese company neradiyagavum maraimugamaagavum participate panna than seiyuthu maruka mudiyathu ,Hope_speech
Tiktok band pannadhu oru nalla saidhi ,Hope_speech
Mg squad like ,Non_hope_speech
Pubg illama vaipilla ,Non_hope_speech
Vada vada vada. Dhoni thavira evolavu sushant padam pathirukka ,Hope_speech
NO MORE TIKTOK ,not-Tamil
MG squad from Coimbatore ,not-Tamil
1st ne podra mask ah mental maanga ,Non_hope_speech
po da dai ,Non_hope_speech
Bro super bro ,Hope_speech
